Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"The nationalistic fingerprint in nineteenth-century romantic chamber music","Computers and the Humanities","","13","2","10.1007/BF02404506","Fred T. Hofstetter","1979","http://link.springer.com/article/10.1007/BF02404506","Article"
"Capturing and measuring thematic relatedness","Language Resources and Evaluation","","","","10.1007/s10579-019-09452-w","Magdalena KacmajorJohn D. Kelleher","2019","http://link.springer.com/article/10.1007/s10579-019-09452-w","Article"
"MtScript: A Multi Lingual Text Editor","Computers and the Humanities","","31","2","10.1023/A:1000611103672","Malek BoualemStéphane Harié","1997","http://link.springer.com/article/10.1023/A%3A1000611103672","Article"
"Meetings announced","Computers and the Humanities","","2","2","10.1007/BF02426145","","1967","http://link.springer.com/article/10.1007/BF02426145","Article"
"Evocation: analyzing and propagating a semantic link based on free word association","Language Resources and Evaluation","","47","3","10.1007/s10579-013-9219-2","Xiaojuan Ma","2013","http://link.springer.com/article/10.1007/s10579-013-9219-2","Article"
"Book review","Computers and the Humanities","","20","1","10.1007/BF02393465","Roger Tallentire","1986","http://link.springer.com/article/10.1007/BF02393465","Article"
"Abstracts and brief notices","Computers and the Humanities","","5","4","10.1007/BF02395294","","1971","http://link.springer.com/article/10.1007/BF02395294","Article"
"An argument for single-author and similar studies using quantitative methods: Is there safety in numbers?","Computers and the Humanities","","27","5 - 6","10.1007/BF01829387","Joel D. Goldfield","1993","http://link.springer.com/article/10.1007/BF01829387","Article"
"The stylo-statistical method of literary analysis","Computers and the Humanities","","22","1","10.1007/BF00056345","","1988","http://link.springer.com/article/10.1007/BF00056345","Article"
"Towards the creation of a CNL adapted to requirements writing by combining writing recommendations and spontaneous regularities: example in a space project","Language Resources and Evaluation","","51","1","10.1007/s10579-016-9368-1","Anne CondaminesMaxime Warnier","2017","http://link.springer.com/article/10.1007/s10579-016-9368-1","Article"
"Inforntática y humanidades","Computers and the Humanities","","30","1","10.1007/BF00054028","","1996","http://link.springer.com/article/10.1007/BF00054028","Article"
"Studying the history of the Arabic language: language technology and a large-scale historical corpus","Language Resources and Evaluation","","","","10.1007/s10579-019-09460-w","Yonatan BelinkovAlexander MagidowAlberto Barrón-CedeñoAvi ShmidmanMaxim Romanov","2019","http://link.springer.com/article/10.1007/s10579-019-09460-w","Article"
"Recent publications","Computers and the Humanities","","4","2","10.1007/BF02402255","","1969","http://link.springer.com/article/10.1007/BF02402255","Article"
"MadSex: collecting a spoken corpus of indirectly elicited sexual concepts","Language Resources and Evaluation","","53","1","10.1007/s10579-018-9435-x","Andrea Pizarro Pedraza","2019","http://link.springer.com/article/10.1007/s10579-018-9435-x","Article"
"A concordance of the early Italian poetic language","Computers and the Humanities","","24","5 - 6","10.1007/BF00186476","D'Arco Silvio Avalle","1990","http://link.springer.com/article/10.1007/BF00186476","Article"
"Legal informatics research in Italy: The Istituto per la Documentazione Giuridica of the Italian National Research Council","Computers and the Humanities","","24","5 - 6","10.1007/BF00186488","Elio FameliRoberta Nannucci","1990","http://link.springer.com/article/10.1007/BF00186488","Article"
"Book review","Computers and the Humanities","","24","3","10.1007/BF00117345","Joel D. Goldfield","1990","http://link.springer.com/article/10.1007/BF00117345","Article"
"Annual bibliography for 1969","Computers and the Humanities","","4","4","10.1007/BF02404380","","1970","http://link.springer.com/article/10.1007/BF02404380","Article"
"Do Word Meanings Exist?","Computers and the Humanities","","34","1 - 2","10.1023/A:1002471322828","Patrick Hanks","2000","http://link.springer.com/article/10.1023/A%3A1002471322828","Article"
"The annals of computing: Stylistics","Computers and the Humanities","","16","1","10.1007/BF02259729","Louis T. Milic","1982","http://link.springer.com/article/10.1007/BF02259729","Article"
"A general inquirer analysis of sixteenth century and contemporary catechisms","Computers and the Humanities","","8","1","10.1007/BF02402453","Ralph Dengler","1974","http://link.springer.com/article/10.1007/BF02402453","Article"
"Authorship attribution","Computers and the Humanities","","28","2","10.1007/BF01830689","David I. Holmes","1994","http://link.springer.com/article/10.1007/BF01830689","Article"
"The computer and the historian—Some tentative beginnings","Computers and the Humanities","","1","3","10.1007/BF00119888","","1967","http://link.springer.com/article/10.1007/BF00119888","Article"
"Recent publications","Computers and the Humanities","","6","2","10.1007/BF02402034","","1971","http://link.springer.com/article/10.1007/BF02402034","Article"
"Reviews","Computers and the Humanities","","8","2","10.1007/BF02530745","Jean GagenRobert L. OakmanJames Q. Graham Jr.","1974","http://link.springer.com/article/10.1007/BF02530745","Article"
"Book reviews","Computers and the Humanities","","10","4","10.1007/BF02426319","Paul B. Goodwin Jr.Ernst von GlasersfeldNancy Worrell ShumakerDorothy GrossJadwiga SamborDavid HackerRanan B. BanerjiLarry J. MurphyWilliam R. Doezema","1976","http://link.springer.com/article/10.1007/BF02426319","Article"
"Words and numbers: A quantitative approach to swift and some understrappers","Computers and the Humanities","","4","5","10.1007/BF02400251","Patricia Köster","1970","http://link.springer.com/article/10.1007/BF02400251","Article"
"Directory of scholars active","Computers and the Humanities","","4","2","10.1007/BF02402254","","1969","http://link.springer.com/article/10.1007/BF02402254","Article"
"On the utility of content analysis in author attribution:The Federalist","Computers and the Humanities","","29","4","10.1007/BF01830395","Colin MartindaleDean McKenzie","1995","http://link.springer.com/article/10.1007/BF01830395","Article"
"Progress in stylistics: Theory, statistics, computers","Computers and the Humanities","","25","6","10.1007/BF00141189","Louis Milic","1991","http://link.springer.com/article/10.1007/BF00141189","Article"
"Reviews","Computers and the Humanities","","7","3","10.1007/BF02403858","Phyllis A. RichmondSusan HockeyColin B. BurkeLucienne Frappier-MazurReverend Stuart G. HallJames T. McDonough Jr.Robert J. DilliganEdmund A. Bowles","1973","http://link.springer.com/article/10.1007/BF02403858","Article"
"SICK through the SemEval glasses. Lesson learned from the evaluation of compositional distributional semantic models on full sentences through semantic relatedness and textual entailment","Language Resources and Evaluation","","50","1","10.1007/s10579-015-9332-5","Luisa BentivogliRaffaella BernardiMarco MarelliStefano MeniniMarco BaroniRoberto Zamparelli","2016","http://link.springer.com/article/10.1007/s10579-015-9332-5","Article"
"The not-so-simple art of imitation: Pastiche, literary style, and Raymond Chandler","Computers and the Humanities","","30","1","10.1007/BF00054025","Lee SigelmanWilliam Jacoby","1996","http://link.springer.com/article/10.1007/BF00054025","Article"
"Word Sense Disambiguation Using Automatically Acquired Verbal Preferences","Computers and the Humanities","","34","1 - 2","10.1023/A:1002415205081","John CarrollDiana McCarthy","2000","http://link.springer.com/article/10.1023/A%3A1002415205081","Article"
"Computer/stylistics seminar: A report","Computers and the Humanities","","3","4","10.1007/BF02401455","","1969","http://link.springer.com/article/10.1007/BF02401455","Article"
"Introduction","Computers and the Humanities","","24","1 - 2","10.1007/BF00115024","","1990","http://link.springer.com/article/10.1007/BF00115024","Article"
"Letter from Oslo","Computers and the Humanities","","13","3","10.1007/BF02395100","Stig Johannson","1979","http://link.springer.com/article/10.1007/BF02395100","Article"
"Symposium on the uses of computers in literary research Edinburgh, 27–30 March 1972","Computers and the Humanities","","6","5","10.1007/BF02404246","Ben R. Schneider Jr.","1972","http://link.springer.com/article/10.1007/BF02404246","Article"
"Correct grammar","Computers and the Humanities","","25","1","10.1007/BF00054290","","1991","http://link.springer.com/article/10.1007/BF00054290","Article"
"Art, art history, and the computer","Computers and the Humanities","","1","2","10.1007/BF00138353","Kenneth C. Lindsay","1966","http://link.springer.com/article/10.1007/BF00138353","Article"
"Software review author","Computers and the Humanities","","12","3","10.1007/BF02400091","Robert Ariew","1978","http://link.springer.com/article/10.1007/BF02400091","Article"
"E. Francesconi, S. Montemagni, W. Peters, D. Tiscornia: Semantic Processing of Legal Texts: where the language of law meets the law of language (Lecture notes in computer science: lecture notes in artificial intelligence, Vol 6036)","Language Resources and Evaluation","","46","1","10.1007/s10579-011-9149-9","Stephan Walter","2012","http://link.springer.com/article/10.1007/s10579-011-9149-9","Article"
"Directory of scholars active","Computers and the Humanities","","5","5","10.1007/BF02402213","","1971","http://link.springer.com/article/10.1007/BF02402213","Article"
"Developing and evaluating language courseware","Computers and the Humanities","","26","4","10.1007/BF00054270","Michal Ephratt","1992","http://link.springer.com/article/10.1007/BF00054270","Article"
"A computer-assisted investigation of gender-related idiolect in Octavio Paz and Rosario Castellanos","Computers and the Humanities","","26","2","10.1007/BF00116347","Estelle Irizarry","1992","http://link.springer.com/article/10.1007/BF00116347","Article"
"Literary criticism and literary computing: The difficulties of a synthesis","Computers and the Humanities","","22","2","10.1007/BF00057648","Rosanne G. Potter","1988","http://link.springer.com/article/10.1007/BF00057648","Article"
"Directory of scholars active","Computers and the Humanities","","5","2","10.1007/BF02402288","","1970","http://link.springer.com/article/10.1007/BF02402288","Article"
"Senses and Texts","Computers and the Humanities","","31","2","10.1023/A:1000516531139","Yorick Wilks","1997","http://link.springer.com/article/10.1023/A%3A1000516531139","Article"
"Empirical literary research on women and readers","Computers and the Humanities","","28","6","10.1007/BF01829972","Rosanne G. Potter","1994","http://link.springer.com/article/10.1007/BF01829972","Article"
"Xtract: An overview","Computers and the Humanities","","26","5 - 6","10.1007/BF00136983","Frank Smadja","1992","http://link.springer.com/article/10.1007/BF00136983","Article"
"Reports","Computers and the Humanities","","10","6","10.1007/BF02402558","Susan StrapacHans Karlgren","1976","http://link.springer.com/article/10.1007/BF02402558","Article"
"Automated concordances and word-indexes: Machine decisions and editorial revisions","Computers and the Humanities","","16","4","10.1007/BF02263544","Dolores M. Burton","1982","http://link.springer.com/article/10.1007/BF02263544","Article"
"Humanities computing in Italy","Computers and the Humanities","","7","6","10.1007/BF02395110","Antonio Zampolli","1973","http://link.springer.com/article/10.1007/BF02395110","Article"
"An intelligent computer-assistant for stylistic instruction","Computers and the Humanities","","26","2","10.1007/BF00116346","Julie PayetteGraeme Hirst","1992","http://link.springer.com/article/10.1007/BF00116346","Article"
"Towards the implementation of text and discourse theory in computer-assisted textual analysis","Computers and the Humanities","","27","5 - 6","10.1007/BF01829386","Donald Bruce","1993","http://link.springer.com/article/10.1007/BF01829386","Article"
"The Common Style of Common Sense","Computers and the Humanities","","30","5","10.1007/BF00054020","Lee SigelmanColin MartindaleDean McKenzie","1996","http://link.springer.com/article/10.1007/BF00054020","Article"
"Directory of scholars active","Computers and the Humanities","","3","5","10.1007/BF02404172","","1969","http://link.springer.com/article/10.1007/BF02404172","Article"
"Perceptual Issues in Music Pattern Recognition: Complexity of Rhythm and Key Finding","Computers and the Humanities","","35","1","10.1023/A:1002629217152","Ilya ShmulevichOlli Yli-HarjaEdward CoyleDirk-Jan PovelKjell Lemström","2001","http://link.springer.com/article/10.1023/A%3A1002629217152","Article"
"Developing Language Technologies with the Support of Language Resources and Evaluation Programs","Language Resources and Evaluation","","39","1","10.1007/s10579-005-2694-3","Joseph Mariani","2005","http://link.springer.com/article/10.1007/s10579-005-2694-3","Article"
"Book review","Computers and the Humanities","","25","4","10.1007/BF00116079","","1991","http://link.springer.com/article/10.1007/BF00116079","Article"
"Historical editions in the States","Computers and the Humanities","","25","6","10.1007/BF00141187","David R. Chesnutt","1991","http://link.springer.com/article/10.1007/BF00141187","Article"
"Web 2.0, Language Resources and standards to automatically build a multilingual Named Entity Lexicon","Language Resources and Evaluation","","46","3","10.1007/s10579-011-9148-x","Antonio ToralSergio FerrándezMonica MonachiniRafael Muñoz","2012","http://link.springer.com/article/10.1007/s10579-011-9148-x","Article"
"Directory of scholars active","Computers and the Humanities","","10","1","10.1007/BF02399142","","1976","http://link.springer.com/article/10.1007/BF02399142","Article"
"Using latent semantic indexing for multilanguage information retrieval","Computers and the Humanities","","29","6","10.1007/BF01829874","Michael W. BerryPaul G. Young","1995","http://link.springer.com/article/10.1007/BF01829874","Article"
"Paperless writing revisited","Computers and the Humanities","","24","1 - 2","10.1007/BF00115027","","1990","http://link.springer.com/article/10.1007/BF00115027","Article"
"μ-EYEBALL: An interactive system for producing stylistic descriptions and comparisons","Computers and the Humanities","","28","1","10.1007/BF01830682","Donald RossDavid Hunter","1994","http://link.springer.com/article/10.1007/BF01830682","Article"
"The individualized history survey course and the computer","Computers and the Humanities","","18","2","10.1007/BF02274164","Donald J. Dietrich","1984","http://link.springer.com/article/10.1007/BF02274164","Article"
"Wrapping up the package: Critical thoughts on applications software for social data analysis","Computers and the Humanities","","7","2","10.1007/BF02395358","Ronald E. AndersonEdwin R. Coover","1972","http://link.springer.com/article/10.1007/BF02395358","Article"
"Computing in musicology, 1966–91","Computers and the Humanities","","25","6","10.1007/BF00141188","Walter B. HewlettEleanor Selfridge-Field","1991","http://link.springer.com/article/10.1007/BF00141188","Article"
"Philosophical lexicography: The LIE and the use of the computer","Computers and the Humanities","","24","5 - 6","10.1007/BF00186479","Giacinta Spinosa","1990","http://link.springer.com/article/10.1007/BF00186479","Article"
"SGML and the Orland Project: Descriptive Markup for an Electronic gHistory of Women's Writing","Computers and the Humanities","","31","4","10.1023/A:1001013123032","Susan BrownSue FisherPatricia ClementsKatherine BinhammerTerry ButlerKathryn CarterIsobel GrundySusan Hockey","1997","http://link.springer.com/article/10.1023/A%3A1001013123032","Article"
"Computer-Based Authorship Attribution Without Lexical Measures","Computers and the Humanities","","35","2","10.1023/A:1002681919510","E. StamatatosN. FakotakisG. Kokkinakis","2001","http://link.springer.com/article/10.1023/A%3A1002681919510","Article"
"Automatic rule discovery for field work in anthropology","Computers and the Humanities","","26","4","10.1007/BF00054274","Nicholas V. Findler","1992","http://link.springer.com/article/10.1007/BF00054274","Article"
"Annual bibliography for 1967","Computers and the Humanities","","2","4","10.1007/BF02402486","","1968","http://link.springer.com/article/10.1007/BF02402486","Article"
"Book reviews","Computers and the Humanities","","10","5","10.1007/BF02420065","Dolores M. BurtonKenneth W. StaggsT. BrownMax BlackVernon BurtonElizabeth AmmonsVern L. BulloughDavid H. KelleyAlice Green FredmanAngus Cameron","1976","http://link.springer.com/article/10.1007/BF02420065","Article"
"On the accuracy of musical data, with examples from Gregorian chant and German folksong","Computers and the Humanities","","27","2","10.1007/BF01830304","Nigel Nettheim","1993","http://link.springer.com/article/10.1007/BF01830304","Article"
"Applying EuroWordNet to Cross-Language Text Retrieval","Computers and the Humanities","","32","2 - 3","10.1023/A:1001129911019","Julio GonzaloFelisa VerdejoCarol PetersNicoletta Calzolari","1998","http://link.springer.com/article/10.1023/A%3A1001129911019","Article"
"Computers and legal reasoning: Developments in Germany","Computers and the Humanities","","25","2 - 3","10.1007/BF00124150","Herbert Fiedler","1991","http://link.springer.com/article/10.1007/BF00124150","Article"
"Recent scholarship in literary and linguistic studies","Computers and the Humanities","","7","1","10.1007/BF02403757","R. L. Widmann","1972","http://link.springer.com/article/10.1007/BF02403757","Article"
"Numbers and history: The dilemma of measurement","Computers and the Humanities","","4","1","10.1007/BF02393448","Robert M. Zemsky","1969","http://link.springer.com/article/10.1007/BF02393448","Article"
"André Gide's collection offaits divers","Computers and the Humanities","","28","3","10.1007/BF01830736","Elizabeth R. Jackson","1994","http://link.springer.com/article/10.1007/BF01830736","Article"
"Constructing two vietnamese corpora and building a lexical database","Language Resources and Evaluation","","53","3","10.1007/s10579-019-09451-x","Hien PhamBenjamin V. TuckerR. Harald Baayen","2019","http://link.springer.com/article/10.1007/s10579-019-09451-x","Article"
"Pronouns and genre in Shakespeare’s drama","Computers and the Humanities","","13","1","10.1007/BF02744988","Barron Brainerd","1979","http://link.springer.com/article/10.1007/BF02744988","Article"
"Clio and computers: A survey of computerized research in history","Computers and the Humanities","","5","1","10.1007/BF02404252","Robert P. Swierenga","1970","http://link.springer.com/article/10.1007/BF02404252","Article"
"Radical changes in class discussion using networked computers","Computers and the Humanities","","24","1 - 2","10.1007/BF00115028","Jerome Bump","1990","http://link.springer.com/article/10.1007/BF00115028","Article"
"A survey of computer-aided research in early German","Computers and the Humanities","","8","5 - 6","10.1007/BF02400285","Rudolf Hirschmann","1974","http://link.springer.com/article/10.1007/BF02400285","Article"
"Clio and computers: Moving into phase II, 1970–1972","Computers and the Humanities","","7","2","10.1007/BF02395355","Joel H. Silbey","1972","http://link.springer.com/article/10.1007/BF02395355","Article"
"Have it your way and mine: The theory of styles","Computers and the Humanities","","27","5 - 6","10.1007/BF01829382","Ellen Spolsky","1993","http://link.springer.com/article/10.1007/BF01829382","Article"
"From literary output to literary criticism: Discovering Shaw's rhetoric","Computers and the Humanities","","23","4 - 5","10.1007/BF02176638","Rosanne G. Potter","1989","http://link.springer.com/article/10.1007/BF02176638","Article"
"A preliminary survey on the use of computers in linguistic research","Computers and the Humanities","","5","1","10.1007/BF02404260","Josse De Kock","1970","http://link.springer.com/article/10.1007/BF02404260","Article"
"Directory of scholars active","Computers and the Humanities","","13","4","10.1007/BF02400146","","1979","http://link.springer.com/article/10.1007/BF02400146","Article"
"Recent quantitative research in French studies","Computers and the Humanities","","7","6","10.1007/BF02395112","Richard L. Frautschi","1973","http://link.springer.com/article/10.1007/BF02395112","Article"
"Annual bibliography for 1976 and supplement to preceding years","Computers and the Humanities","","11","2","10.1007/BF02404007","","1977","http://link.springer.com/article/10.1007/BF02404007","Article"
"Report on a new OED project: A study of the history of new words in the new OED","Computers and the Humanities","","23","4 - 5","10.1007/BF02176644","H. M. Logan","1989","http://link.springer.com/article/10.1007/BF02176644","Article"
"Abstracts and brief notices","Computers and the Humanities","","10","3","10.1007/BF02426305","","1976","http://link.springer.com/article/10.1007/BF02426305","Article"
"Elementary Dependency Trees for Identifying Corpus-Specific Semantic Classes","Computers and the Humanities","","33","3","10.1023/A:1002019504946","B. HabertC. Fabre","1999","http://link.springer.com/article/10.1023/A%3A1002019504946","Article"
"Narrative theories as computational models: Reader-oriented theory and artificial intelligence","Computers and the Humanities","","17","4","10.1007/BF02252803","Patricia Galloway","1983","http://link.springer.com/article/10.1007/BF02252803","Article"
"Dialogue and Interpretation at the Interface of Man and Machine. Reflections on Textuality and a Proposal for an Experiment in Machine Reading","Computers and the Humanities","","36","1","10.1023/A:1013167330903","Jerome McGann","2002","http://link.springer.com/article/10.1023/A%3A1013167330903","Article"
"Technology and humanistic values","Computers and the Humanities","","4","1","10.1007/BF02393443","Emmanuel G. Mesthene","1969","http://link.springer.com/article/10.1007/BF02393443","Article"
"Procedures and progress on the dictionary of the old Spanish language","Computers and the Humanities","","17","4","10.1007/BF02252807","Victoria A. Burrus","1983","http://link.springer.com/article/10.1007/BF02252807","Article"
"Quantitative studies and the American revolution","Computers and the Humanities","","10","5","10.1007/BF02420058","Harry S. Stout","1976","http://link.springer.com/article/10.1007/BF02420058","Article"
"Managing Full-indexed Audiovisual Documents: A New Perspective for the Humanities","Computers and the Humanities","","33","4","10.1023/A:1002477204396","Gwendal AuffretYannick Prié","1999","http://link.springer.com/article/10.1023/A%3A1002477204396","Article"
"The use of function word frequencies as indicators of style","Computers and the Humanities","","9","6","10.1007/BF02396290","Fred J. Damerau","1975","http://link.springer.com/article/10.1007/BF02396290","Article"
"Book Reviews","Computers and the Humanities","","22","1","10.1007/BF00056351","David Ratkowsky","1988","http://link.springer.com/article/10.1007/BF00056351","Article"
"Directory of scholars active","Computers and the Humanities","","2","2","10.1007/BF02426142","","1967","http://link.springer.com/article/10.1007/BF02426142","Article"
"Reviews","Computers and the Humanities","","11","6","10.1007/BF02428143","John E. ClarkR. L. WidmannJean TaguePhilip R. VanderMeerRichard A. BasslerMarie Christine DuchenneNancy Joe DyerR. Lynn Sauls","1977","http://link.springer.com/article/10.1007/BF02428143","Article"
"'I Don’t Believe in Word Senses'","Computers and the Humanities","","31","2","10.1023/A:1000583911091","Adam Kilgarriff","1997","http://link.springer.com/article/10.1023/A%3A1000583911091","Article"
"Courseware reviews","Computers and the Humanities","","24","3","10.1007/BF00117344","","1990","http://link.springer.com/article/10.1007/BF00117344","Article"
"Directory of scholars active","Computers and the Humanities","","1","5","10.1007/BF00055405","","1967","http://link.springer.com/article/10.1007/BF00055405","Article"
"Reviews","Computers and the Humanities","","4","3","10.1007/BF02402242","John W. EllisonRobert S. WachalEdmund A. Bowles","1970","http://link.springer.com/article/10.1007/BF02402242","Article"
"Annual bibliography for 1973 and supplement to preceding years","Computers and the Humanities","","8","2","10.1007/BF02530744","","1974","http://link.springer.com/article/10.1007/BF02530744","Article"
"Automatic Extraction of Collocations From Korean Text","Computers and the Humanities","","35","3","10.1023/A:1017507019909","Seonho KimJuntae YoonMansuk Song","2001","http://link.springer.com/article/10.1023/A%3A1017507019909","Article"
"Reviews","Computers and the Humanities","","9","1","10.1007/BF02404320","John R. AllenBarron BrainerdRobert W. AckermanTodd K. BenderJeffrey F. Huntsman","1975","http://link.springer.com/article/10.1007/BF02404320","Article"
